6.912866210937500000e+02,3.099667358398437500e+01,2.119242548942565918e-01
7.287473144531250000e+02,3.099667358398437500e+01,1.749072223901748657e-01
1.083874511718750000e+03,1.133846801757812500e+03,4.777491092681884766e-02
7.467284545898437500e+02,3.099667358398437500e+01,2.643463611602783203e-01
4.949927368164062500e+02,3.099667358398437500e+01,3.415333628654479980e-01
8.710979003906250000e+02,2.227966918945312500e+02,2.524177432060241699e-01
3.346610412597656250e+02,2.287904357910156250e+02,2.202594578266143799e-01
1.032927978515625000e+03,6.588421020507812500e+02,4.627304151654243469e-02
2.102915954589843750e+02,4.640451660156250000e+02,7.794218510389328003e-02
9.205458984375000000e+02,2.078123168945312500e+02,3.440843895077705383e-02
3.031940612792968750e+02,2.272920227050781250e+02,1.724339649081230164e-02
7.707032470703125000e+02,1.060423339843750000e+03,5.130605399608612061e-02
4.620273437500000000e+02,1.066417114257812500e+03,4.325988888740539551e-02
7.452299804687500000e+02,1.133846801757812500e+03,8.755326271057128906e-02
4.919958801269531250e+02,1.133846801757812500e+03,7.054388523101806641e-02
7.017756347656250000e+02,1.133846801757812500e+03,6.493972986936569214e-02
5.009864501953125000e+02,1.133846801757812500e+03,5.507529899477958679e-02
